t_seconds,phase,depth,rss_mb,batch_id
225.7505,solve.va_sample,2,699.965,
226.2507,solve.va_sample,2,699.965,
226.7509,solve.va_sample,2,699.965,
227.2512,solve.va_sample,2,699.965,
227.7514,solve.va_sample,2,699.965,
228.2516,solve.va_sample,2,699.965,
228.7519,solve.va_sample,2,699.965,
229.2521,solve.va_sample,2,699.965,
229.7523,solve.va_sample,2,699.965,
230.2526,solve.va_sample,2,699.965,
230.7528,solve.va_sample,2,699.965,
231.2530,solve.va_sample,2,699.965,
231.7533,solve.va_sample,2,699.965,
232.2535,solve.va_sample,2,699.965,
232.7537,solve.va_sample,2,699.965,
233.2540,solve.va_sample,2,699.965,
233.7542,solve.va_sample,2,699.965,
234.2545,solve.va_sample,2,699.965,
234.7547,solve.va_sample,2,699.965,
235.2549,solve.va_sample,2,699.965,
235.7552,solve.va_sample,2,699.965,
236.2554,solve.va_sample,2,699.965,
236.7557,solve.va_sample,2,699.965,
237.2559,solve.va_sample,2,699.965,
237.7561,solve.va_sample,2,699.965,
238.2564,solve.va_sample,2,699.965,
238.7566,solve.va_sample,2,699.965,
239.2568,solve.va_sample,2,699.965,
239.7571,solve.va_sample,2,700.219,
240.2573,solve.va_sample,2,700.219,
240.7576,solve.va_sample,2,700.219,
241.2578,solve.va_sample,2,700.219,
241.7580,solve.va_sample,2,700.219,
242.2583,solve.va_sample,2,700.219,
242.7585,solve.va_sample,2,700.219,
243.2587,solve.va_sample,2,700.219,
243.7590,solve.va_sample,2,700.219,
244.2592,solve.va_sample,2,700.219,
244.7594,solve.va_sample,2,700.219,
245.2597,solve.va_sample,2,700.219,
245.7599,solve.va_sample,2,700.219,
246.2601,solve.va_sample,2,700.219,
246.7604,solve.va_sample,2,700.219,
247.2606,solve.va_sample,2,700.219,
247.7609,solve.va_sample,2,700.219,
248.2611,solve.va_sample,2,700.219,
248.7613,solve.va_sample,2,700.219,
249.2616,solve.va_sample,2,700.219,
249.7618,solve.va_sample,2,700.219,
250.2620,solve.va_sample,2,700.219,
250.7623,solve.va_sample,2,700.219,
251.2625,solve.va_sample,2,700.219,
251.7628,solve.va_sample,2,700.219,
252.2630,solve.va_sample,2,700.219,
252.7632,solve.va_sample,2,700.219,
253.2635,solve.va_sample,2,700.219,
253.7637,solve.va_sample,2,700.219,
254.2639,solve.va_sample,2,700.219,
254.7642,solve.va_sample,2,700.219,
255.2644,solve.va_sample,2,700.219,
255.7646,solve.va_sample,2,700.219,
256.2649,solve.va_sample,2,700.219,
256.7651,solve.va_sample,2,700.219,
257.2653,solve.va_sample,2,700.219,
257.7656,solve.va_sample,2,700.219,
258.2658,solve.va_sample,2,700.219,
258.7660,solve.va_sample,2,700.219,
259.2663,solve.va_sample,2,700.219,
259.7665,solve.va_sample,2,700.219,
260.2667,solve.va_sample,2,700.219,
260.7669,solve.va_sample,2,700.219,
261.2672,solve.va_sample,2,700.219,
261.7674,solve.va_sample,2,700.219,
262.2676,solve.va_sample,2,700.219,
262.7679,solve.va_sample,2,700.219,
263.2681,solve.va_sample,2,700.219,
263.7683,solve.va_sample,2,700.219,
264.2686,solve.va_sample,2,700.219,
264.7688,solve.va_sample,2,700.219,
265.2690,solve.va_sample,2,700.219,
265.7693,solve.va_sample,2,700.219,
266.2696,solve.va_sample,2,700.219,
266.7698,solve.va_sample,2,700.219,
267.2700,solve.va_sample,2,700.219,
267.7703,solve.va_sample,2,700.219,
268.2705,solve.va_sample,2,700.219,
268.7707,solve.va_sample,2,700.219,
269.2710,solve.va_sample,2,700.219,
269.7712,solve.va_sample,2,700.219,
270.2715,solve.va_sample,2,700.219,
270.7717,solve.va_sample,2,700.219,
271.2719,solve.va_sample,2,700.219,
271.7722,solve.va_sample,2,700.219,
272.2724,solve.va_sample,2,700.219,
272.7727,solve.va_sample,2,700.219,
273.2729,solve.va_sample,2,700.219,
273.7731,solve.va_sample,2,700.219,
274.2733,solve.va_sample,2,700.219,
274.7736,solve.va_sample,2,700.219,
275.2738,solve.va_sample,2,700.219,
275.7740,solve.va_sample,2,700.219,
276.2743,solve.va_sample,2,700.219,
276.7745,solve.va_sample,2,700.219,
277.2748,solve.va_sample,2,700.219,
277.7750,solve.va_sample,2,700.219,
278.2752,solve.va_sample,2,700.219,
278.7755,solve.va_sample,2,700.219,
279.2757,solve.va_sample,2,700.219,
279.7759,solve.va_sample,2,700.219,
280.2762,solve.va_sample,2,700.219,
280.7764,solve.va_sample,2,700.219,
281.2767,solve.va_sample,2,700.219,
281.7769,solve.va_sample,2,700.219,
282.2771,solve.va_sample,2,700.219,
282.7773,solve.va_sample,2,700.219,
283.2776,solve.va_sample,2,700.219,
283.7778,solve.va_sample,2,700.219,
284.2780,solve.va_sample,2,700.219,
284.7783,solve.va_sample,2,700.219,
285.2785,solve.va_sample,2,700.219,
285.7787,solve.va_sample,2,700.219,
286.2790,solve.va_sample,2,700.219,
286.7792,solve.va_sample,2,700.219,
287.2795,solve.va_sample,2,700.219,
287.7797,solve.va_sample,2,700.219,
288.2799,solve.va_sample,2,700.219,
288.7802,solve.va_sample,2,700.219,
289.2804,solve.va_sample,2,700.219,
289.7807,solve.va_sample,2,700.219,
290.2809,solve.va_sample,2,700.219,
290.7811,solve.va_sample,2,700.219,
291.2813,solve.va_sample,2,700.219,
291.7816,solve.va_sample,2,700.219,
292.2818,solve.va_sample,2,700.219,
292.7821,solve.va_sample,2,700.219,
293.2823,solve.va_sample,2,700.219,
293.7825,solve.va_sample,2,700.219,
294.2828,solve.va_sample,2,700.219,
294.7830,solve.va_sample,2,700.219,
295.2833,solve.va_sample,2,700.219,
295.7835,solve.va_sample,2,700.219,
296.2837,solve.va_sample,2,700.219,
296.7840,solve.va_sample,2,700.219,
297.2842,solve.va_sample,2,700.219,
297.7844,solve.va_sample,2,700.219,
298.2847,solve.va_sample,2,700.219,
298.7849,solve.va_sample,2,700.219,
299.2851,solve.va_sample,2,700.219,
299.7854,solve.va_sample,2,700.219,
300.2856,solve.va_sample,2,700.219,
300.7859,solve.va_sample,2,700.219,
301.2861,solve.va_sample,2,700.219,
301.7863,solve.va_sample,2,700.219,
302.2866,solve.va_sample,2,700.219,
302.7868,solve.va_sample,2,700.219,
303.2870,solve.va_sample,2,700.219,
303.7873,solve.va_sample,2,700.219,
304.2875,solve.va_sample,2,700.219,
304.7878,solve.va_sample,2,700.219,
305.2880,solve.va_sample,2,700.219,
305.7882,solve.va_sample,2,700.219,
306.2885,solve.va_sample,2,700.219,
306.7887,solve.va_sample,2,700.219,
307.2889,solve.va_sample,2,700.219,
307.7892,solve.va_sample,2,700.219,
308.2894,solve.va_sample,2,700.219,
308.7897,solve.va_sample,2,700.219,
309.2899,solve.va_sample,2,700.219,
309.7901,solve.va_sample,2,700.219,
310.2904,solve.va_sample,2,700.219,
310.7906,solve.va_sample,2,700.219,
311.2908,solve.va_sample,2,700.219,
311.7911,solve.va_sample,2,700.219,
312.2913,solve.va_sample,2,700.219,
312.7915,solve.va_sample,2,700.219,
313.2918,solve.va_sample,2,700.219,
313.7920,solve.va_sample,2,700.219,
314.2923,solve.va_sample,2,700.219,
314.7925,solve.va_sample,2,700.219,
315.2927,solve.va_sample,2,700.219,
315.7930,solve.va_sample,2,700.219,
316.2932,solve.va_sample,2,700.219,
316.7934,solve.va_sample,2,700.219,
317.2937,solve.va_sample,2,700.219,
317.7939,solve.va_sample,2,700.219,
318.2942,solve.va_sample,2,700.219,
318.7944,solve.va_sample,2,700.219,
319.2947,solve.va_sample,2,700.219,
319.7949,solve.va_sample,2,700.219,
320.2951,solve.va_sample,2,700.219,
320.7954,solve.va_sample,2,700.219,
321.2956,solve.va_sample,2,700.219,
321.7959,solve.va_sample,2,700.219,
322.2961,solve.va_sample,2,700.219,
322.7964,solve.va_sample,2,700.219,
323.2966,solve.va_sample,2,700.219,
323.7968,solve.va_sample,2,700.219,
324.2971,solve.va_sample,2,700.219,
324.7973,solve.va_sample,2,700.219,
325.2975,solve.va_sample,2,700.219,
325.7978,solve.va_sample,2,700.219,
326.2980,solve.va_sample,2,700.219,
326.7983,solve.va_sample,2,700.219,
327.2985,solve.va_sample,2,700.219,
327.7987,solve.va_sample,2,700.219,
328.2990,solve.va_sample,2,700.219,
328.7992,solve.va_sample,2,700.219,
329.2995,solve.va_sample,2,700.219,
329.7997,solve.va_sample,2,700.219,
330.3000,solve.va_sample,2,700.219,
330.8002,solve.va_sample,2,700.219,
331.3004,solve.va_sample,2,700.219,
331.8007,solve.va_sample,2,700.219,
332.3009,solve.va_sample,2,700.219,
332.8012,solve.va_sample,2,700.219,
333.3014,solve.va_sample,2,700.219,
333.8017,solve.va_sample,2,700.219,
334.3019,solve.va_sample,2,700.219,
334.8021,solve.va_sample,2,700.219,
335.3023,solve.va_sample,2,700.219,
335.8026,solve.va_sample,2,700.219,
336.3028,solve.va_sample,2,700.219,
336.8031,solve.va_sample,2,700.219,
337.3033,solve.va_sample,2,700.219,
