batch_id,read_index,num_vars,va_reported_energy,recomputed_energy,abs_diff,rel_diff,qubo_offset,va_offset_applied,constraint_ok
1,0,8659,-288815555.1665,-288815555.1665,0.0,0.0,299800000.0,0.0,True
1,1,8659,-288815277.5115,-288815277.5115,0.0,0.0,299800000.0,0.0,True
1,2,8659,-288815223.869,-288815223.869,0.0,0.0,299800000.0,0.0,True
1,3,8659,-288815120.785,-288815120.785,0.0,0.0,299800000.0,0.0,True
1,4,8659,-288815095.8785,-288815095.8785,0.0,0.0,299800000.0,0.0,True
1,5,8659,-288815036.924,-288815036.924,0.0,0.0,299800000.0,0.0,True
1,6,8659,-288815014.0035,-288815014.0035,0.0,0.0,299800000.0,0.0,True
1,7,8659,-288814951.675,-288814951.675,0.0,0.0,299800000.0,0.0,True
1,8,8659,-288814945.5135,-288814945.5135,0.0,0.0,299800000.0,0.0,True
1,9,8659,-288814925.128,-288814925.128,0.0,0.0,299800000.0,0.0,True
1,10,8659,-288814910.3965,-288814910.3965,0.0,0.0,299800000.0,0.0,True
1,11,8659,-288814894.106,-288814894.106,0.0,0.0,299800000.0,0.0,True
1,12,8659,-288814824.0575,-288814824.0575,0.0,0.0,299800000.0,0.0,True
1,13,8659,-288814772.9395,-288814772.9395,0.0,0.0,299800000.0,0.0,True
1,14,8659,-288814735.264,-288814735.264,0.0,0.0,299800000.0,0.0,True
1,15,8659,-288814730.523,-288814730.523,0.0,0.0,299800000.0,0.0,True
1,16,8659,-288814679.332,-288814679.332,0.0,0.0,299800000.0,0.0,True
